borocode,borough,tree species,steward,tree count,count_health_good,count_health_fair,count_health_poor,good,fair,poor,spccode
1,Manhattan,red maple,None,150,91,37,22,60.67,24.67,14.67,0
1,Manhattan,red maple,1or2,158,104,45,9,65.82,28.48,5.7,0
1,Manhattan,red maple,3or4,46,27,10,9,58.7,21.74,19.57,0
1,Manhattan,red maple,4orMore,2,2,0,0,100.0,0.0,0.0,0
2,Bronx,red maple,3or4,31,30,1,0,96.77,3.23,0.0,0
2,Bronx,red maple,1or2,358,282,63,13,78.77,17.6,3.63,0
2,Bronx,red maple,4orMore,1,1,0,0,100.0,0.0,0.0,0
2,Bronx,red maple,None,1808,1413,296,99,78.15,16.37,5.48,0
3,Brooklyn,red maple,4orMore,1,1,0,0,100.0,0.0,0.0,0
3,Brooklyn,red maple,3or4,77,60,13,4,77.92,16.88,5.19,0
3,Brooklyn,red maple,1or2,672,501,130,41,74.55,19.35,6.1,0
3,Brooklyn,red maple,None,1634,1207,307,120,73.87,18.79,7.34,0
4,Queens,red maple,4orMore,5,3,2,0,60.0,40.0,0.0,0
4,Queens,red maple,None,4137,3082,810,245,74.5,19.58,5.92,0
4,Queens,red maple,1or2,741,559,137,45,75.44,18.49,6.07,0
4,Queens,red maple,3or4,52,43,4,5,82.69,7.69,9.62,0
5,Staten Island,red maple,3or4,63,56,7,0,88.89,11.11,0.0,0
5,Staten Island,red maple,4orMore,6,3,3,0,50.0,50.0,0.0,0
5,Staten Island,red maple,1or2,1099,880,178,41,80.07,16.2,3.73,0
5,Staten Island,red maple,None,6205,5094,868,243,82.1,13.99,3.92,0
1,Manhattan,Oklahoma redbud,None,4,2,2,0,50.0,50.0,0.0,1
1,Manhattan,Oklahoma redbud,1or2,4,3,1,0,75.0,25.0,0.0,1
1,Manhattan,Oklahoma redbud,4orMore,1,0,1,0,0.0,100.0,0.0,1
2,Bronx,Oklahoma redbud,None,38,27,9,2,71.05,23.68,5.26,1
2,Bronx,Oklahoma redbud,1or2,9,5,3,1,55.56,33.33,11.11,1
3,Brooklyn,Oklahoma redbud,None,35,30,5,0,85.71,14.29,0.0,1
3,Brooklyn,Oklahoma redbud,1or2,15,13,1,1,86.67,6.67,6.67,1
3,Brooklyn,Oklahoma redbud,3or4,1,1,0,0,100.0,0.0,0.0,1
4,Queens,Oklahoma redbud,None,51,43,8,0,84.31,15.69,0.0,1
4,Queens,Oklahoma redbud,3or4,3,1,1,1,33.33,33.33,33.33,1
4,Queens,Oklahoma redbud,1or2,27,20,2,5,74.07,7.41,18.52,1
4,Queens,Oklahoma redbud,4orMore,1,1,0,0,100.0,0.0,0.0,1
5,Staten Island,Oklahoma redbud,1or2,4,4,0,0,100.0,0.0,0.0,1
5,Staten Island,Oklahoma redbud,None,26,23,2,1,88.46,7.69,3.85,1
1,Manhattan,maple,1or2,16,9,5,2,56.25,31.25,12.5,2
1,Manhattan,maple,None,19,6,4,9,31.58,21.05,47.37,2
1,Manhattan,maple,3or4,2,1,0,1,50.0,0.0,50.0,2
2,Bronx,maple,1or2,141,96,31,14,68.09,21.99,9.93,2
2,Bronx,maple,None,846,549,209,88,64.89,24.7,10.4,2
2,Bronx,maple,3or4,8,5,3,0,62.5,37.5,0.0,2
3,Brooklyn,maple,4orMore,2,2,0,0,100.0,0.0,0.0,2
3,Brooklyn,maple,1or2,95,74,19,2,77.89,20.0,2.11,2
3,Brooklyn,maple,None,339,240,74,25,70.8,21.83,7.37,2
3,Brooklyn,maple,3or4,9,6,2,1,66.67,22.22,11.11,2
4,Queens,maple,4orMore,1,1,0,0,100.0,0.0,0.0,2
4,Queens,maple,None,2681,1800,699,182,67.14,26.07,6.79,2
4,Queens,maple,3or4,15,10,3,2,66.67,20.0,13.33,2
4,Queens,maple,1or2,295,194,68,33,65.76,23.05,11.19,2
5,Staten Island,maple,1or2,291,203,49,39,69.76,16.84,13.4,2
5,Staten Island,maple,4orMore,3,2,0,1,66.67,0.0,33.33,2
5,Staten Island,maple,3or4,15,11,2,2,73.33,13.33,13.33,2
5,Staten Island,maple,None,2302,1499,565,238,65.12,24.54,10.34,2
1,Manhattan,pagoda dogwood,None,5,3,2,0,60.0,40.0,0.0,3
1,Manhattan,pagoda dogwood,1or2,8,3,3,2,37.5,37.5,25.0,3
1,Manhattan,pagoda dogwood,3or4,5,1,3,1,20.0,60.0,20.0,3
2,Bronx,pagoda dogwood,None,10,6,4,0,60.0,40.0,0.0,3
2,Bronx,pagoda dogwood,3or4,1,1,0,0,100.0,0.0,0.0,3
2,Bronx,pagoda dogwood,1or2,7,6,1,0,85.71,14.29,0.0,3
3,Brooklyn,pagoda dogwood,1or2,29,24,3,2,82.76,10.34,6.9,3
3,Brooklyn,pagoda dogwood,3or4,4,3,0,1,75.0,0.0,25.0,3
3,Brooklyn,pagoda dogwood,None,47,38,6,3,80.85,12.77,6.38,3
4,Queens,pagoda dogwood,1or2,21,14,6,1,66.67,28.57,4.76,3
4,Queens,pagoda dogwood,3or4,2,1,1,0,50.0,50.0,0.0,3
4,Queens,pagoda dogwood,None,58,47,9,2,81.03,15.52,3.45,3
5,Staten Island,pagoda dogwood,1or2,18,16,1,1,88.89,5.56,5.56,3
5,Staten Island,pagoda dogwood,None,65,56,7,2,86.15,10.77,3.08,3
1,Manhattan,American linden,None,674,427,168,79,63.35,24.93,11.72,4
1,Manhattan,American linden,1or2,713,456,173,84,63.96,24.26,11.78,4
1,Manhattan,American linden,4orMore,23,20,1,2,86.96,4.35,8.7,4
1,Manhattan,American linden,3or4,173,117,37,19,67.63,21.39,10.98,4
2,Bronx,American linden,4orMore,3,3,0,0,100.0,0.0,0.0,4
2,Bronx,American linden,None,1684,1364,248,72,81.0,14.73,4.28,4
2,Bronx,American linden,1or2,424,344,61,19,81.13,14.39,4.48,4
2,Bronx,American linden,3or4,21,14,5,2,66.67,23.81,9.52,4
3,Brooklyn,American linden,3or4,143,119,17,7,83.22,11.89,4.9,4
3,Brooklyn,American linden,4orMore,19,19,0,0,100.0,0.0,0.0,4
3,Brooklyn,American linden,None,2704,2153,381,170,79.62,14.09,6.29,4
3,Brooklyn,American linden,1or2,1157,940,152,65,81.24,13.14,5.62,4
4,Queens,American linden,1or2,1131,851,220,60,75.24,19.45,5.31,4
4,Queens,American linden,None,3553,3046,382,125,85.73,10.75,3.52,4
4,Queens,American linden,3or4,79,69,5,5,87.34,6.33,6.33,4
4,Queens,American linden,4orMore,6,5,0,1,83.33,0.0,16.67,4
5,Staten Island,American linden,None,823,714,84,25,86.76,10.21,3.04,4
5,Staten Island,American linden,3or4,13,13,0,0,100.0,0.0,0.0,4
5,Staten Island,American linden,1or2,187,170,10,7,90.91,5.35,3.74,4
1,Manhattan,sassafras,1or2,3,3,0,0,100.0,0.0,0.0,5
1,Manhattan,sassafras,4orMore,1,1,0,0,100.0,0.0,0.0,5
1,Manhattan,sassafras,None,11,6,1,4,54.55,9.09,36.36,5
1,Manhattan,sassafras,3or4,2,1,0,1,50.0,0.0,50.0,5
2,Bronx,sassafras,1or2,1,1,0,0,100.0,0.0,0.0,5
2,Bronx,sassafras,None,15,11,4,0,73.33,26.67,0.0,5
3,Brooklyn,sassafras,1or2,15,11,3,1,73.33,20.0,6.67,5
3,Brooklyn,sassafras,3or4,2,2,0,0,100.0,0.0,0.0,5
3,Brooklyn,sassafras,None,24,22,1,1,91.67,4.17,4.17,5
4,Queens,sassafras,None,64,48,12,4,75.0,18.75,6.25,5
4,Queens,sassafras,1or2,9,5,3,1,55.56,33.33,11.11,5
5,Staten Island,sassafras,1or2,1,1,0,0,100.0,0.0,0.0,5
5,Staten Island,sassafras,None,23,16,6,1,69.57,26.09,4.35,5
1,Manhattan,Norway spruce,None,1,0,0,1,0.0,0.0,100.0,6
1,Manhattan,Norway spruce,1or2,2,2,0,0,100.0,0.0,0.0,6
2,Bronx,Norway spruce,3or4,3,0,3,0,0.0,100.0,0.0,6
2,Bronx,Norway spruce,None,19,12,7,0,63.16,36.84,0.0,6
2,Bronx,Norway spruce,1or2,21,12,8,1,57.14,38.1,4.76,6
3,Brooklyn,Norway spruce,1or2,25,18,5,2,72.0,20.0,8.0,6
3,Brooklyn,Norway spruce,None,35,28,4,3,80.0,11.43,8.57,6
3,Brooklyn,Norway spruce,3or4,6,6,0,0,100.0,0.0,0.0,6
3,Brooklyn,Norway spruce,4orMore,1,1,0,0,100.0,0.0,0.0,6
4,Queens,Norway spruce,1or2,53,47,5,1,88.68,9.43,1.89,6
4,Queens,Norway spruce,3or4,3,3,0,0,100.0,0.0,0.0,6
4,Queens,Norway spruce,None,135,100,25,10,74.07,18.52,7.41,6
5,Staten Island,Norway spruce,3or4,1,1,0,0,100.0,0.0,0.0,6
5,Staten Island,Norway spruce,1or2,7,6,1,0,85.71,14.29,0.0,6
5,Staten Island,Norway spruce,None,43,35,6,2,81.4,13.95,4.65,6
1,Manhattan,mulberry,None,29,23,6,0,79.31,20.69,0.0,7
1,Manhattan,mulberry,3or4,3,3,0,0,100.0,0.0,0.0,7
1,Manhattan,mulberry,1or2,36,22,9,5,61.11,25.0,13.89,7
2,Bronx,mulberry,1or2,25,19,6,0,76.0,24.0,0.0,7
2,Bronx,mulberry,None,129,96,24,9,74.42,18.6,6.98,7
2,Bronx,mulberry,3or4,1,0,1,0,0.0,100.0,0.0,7
3,Brooklyn,mulberry,None,163,127,31,5,77.91,19.02,3.07,7
3,Brooklyn,mulberry,3or4,3,3,0,0,100.0,0.0,0.0,7
3,Brooklyn,mulberry,1or2,40,30,5,5,75.0,12.5,12.5,7
4,Queens,mulberry,None,507,387,94,26,76.33,18.54,5.13,7
4,Queens,mulberry,3or4,6,5,1,0,83.33,16.67,0.0,7
4,Queens,mulberry,1or2,68,53,12,3,77.94,17.65,4.41,7
5,Staten Island,mulberry,None,135,100,26,9,74.07,19.26,6.67,7
5,Staten Island,mulberry,1or2,12,9,3,0,75.0,25.0,0.0,7
1,Manhattan,American hophornbeam,3or4,12,7,4,1,58.33,33.33,8.33,8
1,Manhattan,American hophornbeam,1or2,40,32,4,4,80.0,10.0,10.0,8
1,Manhattan,American hophornbeam,None,32,25,4,3,78.12,12.5,9.38,8
2,Bronx,American hophornbeam,3or4,3,3,0,0,100.0,0.0,0.0,8
2,Bronx,American hophornbeam,None,124,98,21,5,79.03,16.94,4.03,8
2,Bronx,American hophornbeam,1or2,58,47,7,4,81.03,12.07,6.9,8
3,Brooklyn,American hophornbeam,4orMore,1,0,1,0,0.0,100.0,0.0,8
3,Brooklyn,American hophornbeam,3or4,11,10,0,1,90.91,0.0,9.09,8
3,Brooklyn,American hophornbeam,None,222,171,41,10,77.03,18.47,4.5,8
3,Brooklyn,American hophornbeam,1or2,132,92,29,11,69.7,21.97,8.33,8
4,Queens,American hophornbeam,1or2,67,60,5,2,89.55,7.46,2.99,8
4,Queens,American hophornbeam,None,217,180,28,9,82.95,12.9,4.15,8
4,Queens,American hophornbeam,3or4,11,10,1,0,90.91,9.09,0.0,8
5,Staten Island,American hophornbeam,3or4,2,2,0,0,100.0,0.0,0.0,8
5,Staten Island,American hophornbeam,4orMore,2,2,0,0,100.0,0.0,0.0,8
5,Staten Island,American hophornbeam,1or2,36,32,3,1,88.89,8.33,2.78,8
5,Staten Island,American hophornbeam,None,111,95,10,6,85.59,9.01,5.41,8
1,Manhattan,eastern redbud,3or4,2,2,0,0,100.0,0.0,0.0,9
1,Manhattan,eastern redbud,4orMore,1,1,0,0,100.0,0.0,0.0,9
1,Manhattan,eastern redbud,None,26,22,4,0,84.62,15.38,0.0,9
1,Manhattan,eastern redbud,1or2,21,13,5,3,61.9,23.81,14.29,9
2,Bronx,eastern redbud,1or2,173,138,25,10,79.77,14.45,5.78,9
2,Bronx,eastern redbud,3or4,19,14,4,1,73.68,21.05,5.26,9
2,Bronx,eastern redbud,4orMore,2,1,1,0,50.0,50.0,0.0,9
2,Bronx,eastern redbud,None,438,337,57,44,76.94,13.01,10.05,9
3,Brooklyn,eastern redbud,4orMore,1,0,0,1,0.0,0.0,100.0,9
3,Brooklyn,eastern redbud,1or2,301,215,59,27,71.43,19.6,8.97,9
3,Brooklyn,eastern redbud,3or4,26,23,2,1,88.46,7.69,3.85,9
3,Brooklyn,eastern redbud,None,468,325,107,36,69.44,22.86,7.69,9
4,Queens,eastern redbud,3or4,38,30,6,2,78.95,15.79,5.26,9
4,Queens,eastern redbud,1or2,441,361,51,29,81.86,11.56,6.58,9
4,Queens,eastern redbud,4orMore,3,3,0,0,100.0,0.0,0.0,9
4,Queens,eastern redbud,None,876,670,153,53,76.48,17.47,6.05,9
5,Staten Island,eastern redbud,None,678,549,78,51,80.97,11.5,7.52,9
5,Staten Island,eastern redbud,1or2,260,201,39,20,77.31,15.0,7.69,9
5,Staten Island,eastern redbud,4orMore,1,1,0,0,100.0,0.0,0.0,9
5,Staten Island,eastern redbud,3or4,26,21,3,2,80.77,11.54,7.69,9
1,Manhattan,ginkgo,None,2303,1659,449,195,72.04,19.5,8.47,10
1,Manhattan,ginkgo,4orMore,61,48,11,2,78.69,18.03,3.28,10
1,Manhattan,ginkgo,3or4,1077,822,166,89,76.32,15.41,8.26,10
1,Manhattan,ginkgo,1or2,2418,1857,356,205,76.8,14.72,8.48,10
2,Bronx,ginkgo,3or4,34,32,2,0,94.12,5.88,0.0,10
2,Bronx,ginkgo,None,2186,1839,235,112,84.13,10.75,5.12,10
2,Bronx,ginkgo,4orMore,1,1,0,0,100.0,0.0,0.0,10
2,Bronx,ginkgo,1or2,464,381,67,16,82.11,14.44,3.45,10
3,Brooklyn,ginkgo,3or4,321,294,19,8,91.59,5.92,2.49,10
3,Brooklyn,ginkgo,None,3509,2928,437,144,83.44,12.45,4.1,10
3,Brooklyn,ginkgo,4orMore,34,32,2,0,94.12,5.88,0.0,10
3,Brooklyn,ginkgo,1or2,1731,1500,184,47,86.66,10.63,2.72,10
4,Queens,ginkgo,None,4722,3959,569,194,83.84,12.05,4.11,10
4,Queens,ginkgo,1or2,1141,932,165,44,81.68,14.46,3.86,10
4,Queens,ginkgo,4orMore,14,11,3,0,78.57,21.43,0.0,10
4,Queens,ginkgo,3or4,94,82,8,4,87.23,8.51,4.26,10
5,Staten Island,ginkgo,None,682,561,71,50,82.26,10.41,7.33,10
5,Staten Island,ginkgo,3or4,19,16,3,0,84.21,15.79,0.0,10
5,Staten Island,ginkgo,1or2,213,172,33,8,80.75,15.49,3.76,10
1,Manhattan,green ash,4orMore,12,11,1,0,91.67,8.33,0.0,11
1,Manhattan,green ash,None,399,302,68,29,75.69,17.04,7.27,11
1,Manhattan,green ash,3or4,78,60,17,1,76.92,21.79,1.28,11
1,Manhattan,green ash,1or2,281,202,64,15,71.89,22.78,5.34,11
2,Bronx,green ash,4orMore,1,1,0,0,100.0,0.0,0.0,11
2,Bronx,green ash,None,1688,1364,263,61,80.81,15.58,3.61,11
2,Bronx,green ash,3or4,14,10,2,2,71.43,14.29,14.29,11
2,Bronx,green ash,1or2,186,158,21,7,84.95,11.29,3.76,11
3,Brooklyn,green ash,3or4,123,108,12,3,87.8,9.76,2.44,11
3,Brooklyn,green ash,None,2876,2328,488,60,80.95,16.97,2.09,11
3,Brooklyn,green ash,4orMore,5,5,0,0,100.0,0.0,0.0,11
3,Brooklyn,green ash,1or2,804,670,120,14,83.33,14.93,1.74,11
4,Queens,green ash,4orMore,7,6,1,0,85.71,14.29,0.0,11
4,Queens,green ash,3or4,59,45,11,3,76.27,18.64,5.08,11
4,Queens,green ash,1or2,1111,938,141,32,84.43,12.69,2.88,11
4,Queens,green ash,None,6212,5167,910,135,83.18,14.65,2.17,11
5,Staten Island,green ash,None,2003,1526,418,58,76.19,20.87,2.9,11
5,Staten Island,green ash,4orMore,4,3,1,0,75.0,25.0,0.0,11
5,Staten Island,green ash,3or4,17,13,3,1,76.47,17.65,5.88,11
5,Staten Island,green ash,1or2,371,306,58,7,82.48,15.63,1.89,11
1,Manhattan,crepe myrtle,1or2,3,3,0,0,100.0,0.0,0.0,12
1,Manhattan,crepe myrtle,None,2,2,0,0,100.0,0.0,0.0,12
2,Bronx,crepe myrtle,1or2,30,19,6,5,63.33,20.0,16.67,12
2,Bronx,crepe myrtle,None,15,14,1,0,93.33,6.67,0.0,12
3,Brooklyn,crepe myrtle,1or2,33,28,4,1,84.85,12.12,3.03,12
3,Brooklyn,crepe myrtle,None,25,21,2,2,84.0,8.0,8.0,12
3,Brooklyn,crepe myrtle,3or4,7,7,0,0,100.0,0.0,0.0,12
4,Queens,crepe myrtle,None,149,126,18,5,84.56,12.08,3.36,12
4,Queens,crepe myrtle,4orMore,1,1,0,0,100.0,0.0,0.0,12
4,Queens,crepe myrtle,3or4,14,14,0,0,100.0,0.0,0.0,12
4,Queens,crepe myrtle,1or2,76,65,10,1,85.53,13.16,1.32,12
5,Staten Island,crepe myrtle,None,29,18,7,4,62.07,24.14,13.79,12
5,Staten Island,crepe myrtle,4orMore,8,8,0,0,100.0,0.0,0.0,12
5,Staten Island,crepe myrtle,3or4,4,4,0,0,100.0,0.0,0.0,12
5,Staten Island,crepe myrtle,1or2,46,41,5,0,89.13,10.87,0.0,12
1,Manhattan,Himalayan cedar,1or2,1,1,0,0,100.0,0.0,0.0,13
1,Manhattan,Himalayan cedar,None,5,3,1,1,60.0,20.0,20.0,13
2,Bronx,Himalayan cedar,None,1,1,0,0,100.0,0.0,0.0,13
3,Brooklyn,Himalayan cedar,None,4,4,0,0,100.0,0.0,0.0,13
3,Brooklyn,Himalayan cedar,1or2,10,7,3,0,70.0,30.0,0.0,13
4,Queens,Himalayan cedar,None,18,17,0,1,94.44,0.0,5.56,13
4,Queens,Himalayan cedar,1or2,11,7,3,1,63.64,27.27,9.09,13
4,Queens,Himalayan cedar,3or4,1,0,1,0,0.0,100.0,0.0,13
5,Staten Island,Himalayan cedar,1or2,4,3,1,0,75.0,25.0,0.0,13
5,Staten Island,Himalayan cedar,None,17,14,3,0,82.35,17.65,0.0,13
1,Manhattan,arborvitae,3or4,4,4,0,0,100.0,0.0,0.0,14
1,Manhattan,arborvitae,1or2,1,1,0,0,100.0,0.0,0.0,14
2,Bronx,arborvitae,3or4,1,1,0,0,100.0,0.0,0.0,14
2,Bronx,arborvitae,None,15,15,0,0,100.0,0.0,0.0,14
2,Bronx,arborvitae,1or2,10,8,1,1,80.0,10.0,10.0,14
3,Brooklyn,arborvitae,3or4,3,3,0,0,100.0,0.0,0.0,14
3,Brooklyn,arborvitae,1or2,30,27,2,1,90.0,6.67,3.33,14
3,Brooklyn,arborvitae,None,35,33,2,0,94.29,5.71,0.0,14
4,Queens,arborvitae,1or2,60,58,2,0,96.67,3.33,0.0,14
4,Queens,arborvitae,None,106,94,8,4,88.68,7.55,3.77,14
4,Queens,arborvitae,3or4,6,5,1,0,83.33,16.67,0.0,14
4,Queens,arborvitae,4orMore,3,3,0,0,100.0,0.0,0.0,14
5,Staten Island,arborvitae,None,38,37,1,0,97.37,2.63,0.0,14
5,Staten Island,arborvitae,1or2,16,16,0,0,100.0,0.0,0.0,14
1,Manhattan,black maple,None,9,9,0,0,100.0,0.0,0.0,15
1,Manhattan,black maple,1or2,1,0,1,0,0.0,100.0,0.0,15
2,Bronx,black maple,1or2,1,1,0,0,100.0,0.0,0.0,15
2,Bronx,black maple,3or4,1,1,0,0,100.0,0.0,0.0,15
2,Bronx,black maple,None,12,11,1,0,91.67,8.33,0.0,15
3,Brooklyn,black maple,1or2,12,7,4,1,58.33,33.33,8.33,15
3,Brooklyn,black maple,None,19,16,2,1,84.21,10.53,5.26,15
4,Queens,black maple,1or2,2,2,0,0,100.0,0.0,0.0,15
4,Queens,black maple,3or4,2,1,0,1,50.0,0.0,50.0,15
4,Queens,black maple,None,19,15,3,1,78.95,15.79,5.26,15
5,Staten Island,black maple,3or4,2,1,1,0,50.0,50.0,0.0,15
5,Staten Island,black maple,None,32,22,6,4,68.75,18.75,12.5,15
5,Staten Island,black maple,1or2,2,2,0,0,100.0,0.0,0.0,15
1,Manhattan,crab apple,4orMore,1,1,0,0,100.0,0.0,0.0,16
1,Manhattan,crab apple,1or2,90,61,13,16,67.78,14.44,17.78,16
1,Manhattan,crab apple,3or4,9,7,1,1,77.78,11.11,11.11,16
1,Manhattan,crab apple,None,337,302,21,14,89.61,6.23,4.15,16
2,Bronx,crab apple,None,374,308,55,11,82.35,14.71,2.94,16
2,Bronx,crab apple,1or2,126,106,13,7,84.13,10.32,5.56,16
2,Bronx,crab apple,4orMore,2,2,0,0,100.0,0.0,0.0,16
2,Bronx,crab apple,3or4,5,4,1,0,80.0,20.0,0.0,16
3,Brooklyn,crab apple,None,427,345,63,19,80.8,14.75,4.45,16
3,Brooklyn,crab apple,1or2,177,151,22,4,85.31,12.43,2.26,16
3,Brooklyn,crab apple,3or4,22,18,4,0,81.82,18.18,0.0,16
4,Queens,crab apple,4orMore,1,1,0,0,100.0,0.0,0.0,16
4,Queens,crab apple,None,1052,838,182,32,79.66,17.3,3.04,16
4,Queens,crab apple,3or4,31,25,6,0,80.65,19.35,0.0,16
4,Queens,crab apple,1or2,320,268,41,11,83.75,12.81,3.44,16
5,Staten Island,crab apple,None,382,320,41,21,83.77,10.73,5.5,16
5,Staten Island,crab apple,4orMore,2,1,1,0,50.0,50.0,0.0,16
5,Staten Island,crab apple,3or4,13,10,2,1,76.92,15.38,7.69,16
5,Staten Island,crab apple,1or2,156,129,20,7,82.69,12.82,4.49,16
1,Manhattan,empress tree,1or2,8,4,2,2,50.0,25.0,25.0,17
1,Manhattan,empress tree,3or4,1,1,0,0,100.0,0.0,0.0,17
1,Manhattan,empress tree,None,8,5,2,1,62.5,25.0,12.5,17
2,Bronx,empress tree,3or4,2,2,0,0,100.0,0.0,0.0,17
2,Bronx,empress tree,1or2,7,4,3,0,57.14,42.86,0.0,17
2,Bronx,empress tree,None,47,31,12,4,65.96,25.53,8.51,17
2,Bronx,empress tree,4orMore,1,1,0,0,100.0,0.0,0.0,17
3,Brooklyn,empress tree,None,20,14,5,1,70.0,25.0,5.0,17
3,Brooklyn,empress tree,3or4,3,2,1,0,66.67,33.33,0.0,17
3,Brooklyn,empress tree,1or2,13,8,2,3,61.54,15.38,23.08,17
4,Queens,empress tree,3or4,4,4,0,0,100.0,0.0,0.0,17
4,Queens,empress tree,None,82,64,16,2,78.05,19.51,2.44,17
4,Queens,empress tree,1or2,8,7,0,1,87.5,0.0,12.5,17
5,Staten Island,empress tree,None,31,25,3,3,80.65,9.68,9.68,17
5,Staten Island,empress tree,1or2,10,8,2,0,80.0,20.0,0.0,17
1,Manhattan,swamp white oak,1or2,245,199,36,10,81.22,14.69,4.08,18
1,Manhattan,swamp white oak,4orMore,4,4,0,0,100.0,0.0,0.0,18
1,Manhattan,swamp white oak,3or4,66,58,6,2,87.88,9.09,3.03,18
1,Manhattan,swamp white oak,None,366,288,60,18,78.69,16.39,4.92,18
2,Bronx,swamp white oak,3or4,3,3,0,0,100.0,0.0,0.0,18
2,Bronx,swamp white oak,1or2,225,188,31,6,83.56,13.78,2.67,18
2,Bronx,swamp white oak,None,596,501,75,20,84.06,12.58,3.36,18
2,Bronx,swamp white oak,4orMore,2,1,1,0,50.0,50.0,0.0,18
3,Brooklyn,swamp white oak,4orMore,25,23,2,0,92.0,8.0,0.0,18
3,Brooklyn,swamp white oak,None,1518,1279,188,51,84.26,12.38,3.36,18
3,Brooklyn,swamp white oak,1or2,945,762,146,37,80.63,15.45,3.92,18
3,Brooklyn,swamp white oak,3or4,226,166,53,7,73.45,23.45,3.1,18
4,Queens,swamp white oak,1or2,453,385,47,21,84.99,10.38,4.64,18
4,Queens,swamp white oak,3or4,41,38,3,0,92.68,7.32,0.0,18
4,Queens,swamp white oak,None,1090,923,118,49,84.68,10.83,4.5,18
5,Staten Island,swamp white oak,3or4,9,8,1,0,88.89,11.11,0.0,18
5,Staten Island,swamp white oak,None,550,428,96,26,77.82,17.45,4.73,18
5,Staten Island,swamp white oak,1or2,234,180,46,8,76.92,19.66,3.42,18
1,Manhattan,white oak,None,150,108,31,11,72.0,20.67,7.33,19
1,Manhattan,white oak,1or2,77,46,20,11,59.74,25.97,14.29,19
1,Manhattan,white oak,3or4,14,8,5,1,57.14,35.71,7.14,19
2,Bronx,white oak,None,159,131,21,7,82.39,13.21,4.4,19
2,Bronx,white oak,1or2,38,29,5,4,76.32,13.16,10.53,19
2,Bronx,white oak,3or4,6,5,1,0,83.33,16.67,0.0,19
3,Brooklyn,white oak,None,302,250,39,13,82.78,12.91,4.3,19
3,Brooklyn,white oak,1or2,170,142,21,7,83.53,12.35,4.12,19
3,Brooklyn,white oak,3or4,30,22,7,1,73.33,23.33,3.33,19
3,Brooklyn,white oak,4orMore,1,1,0,0,100.0,0.0,0.0,19
4,Queens,white oak,1or2,139,108,22,9,77.7,15.83,6.47,19
4,Queens,white oak,3or4,9,6,3,0,66.67,33.33,0.0,19
4,Queens,white oak,None,359,299,43,17,83.29,11.98,4.74,19
5,Staten Island,white oak,1or2,42,33,8,1,78.57,19.05,2.38,19
5,Staten Island,white oak,3or4,4,4,0,0,100.0,0.0,0.0,19
5,Staten Island,white oak,None,186,139,37,10,74.73,19.89,5.38,19
1,Manhattan,Kentucky coffeetree,4orMore,6,6,0,0,100.0,0.0,0.0,20
1,Manhattan,Kentucky coffeetree,3or4,54,50,3,1,92.59,5.56,1.85,20
1,Manhattan,Kentucky coffeetree,None,151,121,23,7,80.13,15.23,4.64,20
1,Manhattan,Kentucky coffeetree,1or2,137,119,17,1,86.86,12.41,0.73,20
2,Bronx,Kentucky coffeetree,4orMore,2,1,1,0,50.0,50.0,0.0,20
2,Bronx,Kentucky coffeetree,None,277,214,49,14,77.26,17.69,5.05,20
2,Bronx,Kentucky coffeetree,3or4,8,7,1,0,87.5,12.5,0.0,20
2,Bronx,Kentucky coffeetree,1or2,165,130,28,7,78.79,16.97,4.24,20
3,Brooklyn,Kentucky coffeetree,None,713,620,68,25,86.96,9.54,3.51,20
3,Brooklyn,Kentucky coffeetree,3or4,52,44,7,1,84.62,13.46,1.92,20
3,Brooklyn,Kentucky coffeetree,1or2,393,327,50,16,83.21,12.72,4.07,20
3,Brooklyn,Kentucky coffeetree,4orMore,18,16,2,0,88.89,11.11,0.0,20
4,Queens,Kentucky coffeetree,3or4,15,14,1,0,93.33,6.67,0.0,20
4,Queens,Kentucky coffeetree,1or2,398,340,45,13,85.43,11.31,3.27,20
4,Queens,Kentucky coffeetree,None,623,530,54,39,85.07,8.67,6.26,20
5,Staten Island,Kentucky coffeetree,3or4,2,2,0,0,100.0,0.0,0.0,20
5,Staten Island,Kentucky coffeetree,1or2,74,55,17,2,74.32,22.97,2.7,20
5,Staten Island,Kentucky coffeetree,None,276,239,27,10,86.59,9.78,3.62,20
1,Manhattan,Turkish hazelnut,3or4,3,1,2,0,33.33,66.67,0.0,21
1,Manhattan,Turkish hazelnut,1or2,6,4,1,1,66.67,16.67,16.67,21
1,Manhattan,Turkish hazelnut,None,8,2,6,0,25.0,75.0,0.0,21
2,Bronx,Turkish hazelnut,None,30,23,4,3,76.67,13.33,10.0,21
2,Bronx,Turkish hazelnut,1or2,23,21,2,0,91.3,8.7,0.0,21
2,Bronx,Turkish hazelnut,3or4,1,1,0,0,100.0,0.0,0.0,21
3,Brooklyn,Turkish hazelnut,1or2,36,24,9,3,66.67,25.0,8.33,21
3,Brooklyn,Turkish hazelnut,None,55,38,11,6,69.09,20.0,10.91,21
3,Brooklyn,Turkish hazelnut,3or4,2,1,0,1,50.0,0.0,50.0,21
4,Queens,Turkish hazelnut,None,97,66,19,12,68.04,19.59,12.37,21
4,Queens,Turkish hazelnut,1or2,36,25,9,2,69.44,25.0,5.56,21
4,Queens,Turkish hazelnut,3or4,3,3,0,0,100.0,0.0,0.0,21
